title,rating,username,description,date,image_urls,asin_number,product_url
Ease of use,5.0 out of 5 stars,Roy ,Delivered to the house. It doesn’t get any easier than that. For my motorhome 3 pack works out great. Gives me extra to take with me.,"Reviewed in the United States on April 15, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great for some motorcycles?,5.0 out of 5 stars,Bryan,I ride a 2003 ZR1000 and have been using this oil. Stays amber for a long time and is a great price,"Reviewed in the United States on April 17, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Showed up and was exactly what my diesel schoolbus needed,5.0 out of 5 stars,House Of Good Deeds,Got a few days lost somehow but showed up and was just what I needed it to be. Great value.,"Reviewed in the United States on April 14, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Rotella T5 is my go too,5.0 out of 5 stars,Bryce b,"Way cheaper on Amazon than at Wal Mart. Love this oil, use it in my 2015 2500hd! Rotella is the way to go if you have a diesel or a Land Rover","Reviewed in the United States on January 17, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Fast shipping,5.0 out of 5 stars,Mike,Quality product. Fast shipping. Thanks,"Reviewed in the United States on March 8, 2023",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfive_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
99 XJ - so far so good.,4.0 out of 5 stars,Matthew,"I've been using this in my i6 Jeep XJ for about 2 years now in all weather. I add a little zddp. So far so good. No issues at 215k. I've not had it that long, but I've yet to have issue due to using the oil.","Reviewed in the United States on January 20, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
hey slick,4.0 out of 5 stars,Chris,looks good on my shelf,"Reviewed in the United States on March 29, 2021",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
"Good quality, cheap",4.0 out of 5 stars,Brandon Jennings,Good quality and cheap oil that goes in all of my dirt bikes.  I don't feel the need to get ripped off by the other oil manufacturers for products that are not proven to be superior and when I have to do oil changes so frequently.  This stuff works perfectly.,"Reviewed in the United States on November 3, 2017",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Quality detergent oil at a good price,4.0 out of 5 stars,JL,Good price for good oil with additives that help keep my standard gas engine clean despite this being marketed for Diesel engines.  Works perfect for my warm climate which is never below freezing temps.,"Reviewed in the United States on June 1, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
As described with fast delivery,4.0 out of 5 stars,Bret V,"As described and fast delivery, used in my F350 for an oil change and have no complaints.","Reviewed in the United States on December 28, 2019",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Coupon instead of rebate ??,4.0 out of 5 stars,Maciej ,"Love the oil, hate how complicated the rebate process is. Why not just give a coupon instead of making me wait weeks to get 5 dollars back","Reviewed in the United States on October 17, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Used in Kubota L4400,4.0 out of 5 stars,aaluck,Works great for my tractor.,"Reviewed in the United States on September 22, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
These should up not leaking like the first order,4.0 out of 5 stars,dallas cotts,"My first order should up with 2 gallons leaking, had to have them replaced, but should up never day.","Reviewed in the United States on December 25, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Great product,4.0 out of 5 stars,Ram 17,The best oil,"Reviewed in the United States on April 24, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
Good For My Tractor,4.0 out of 5 stars,Juanita Floyd,Have been using this for my Kubota tractor. Love it.,"Reviewed in the United States on September 30, 2020",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dfour_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
fine,3.0 out of 5 stars,John Sporck,It's oil.,"Reviewed in the United States on May 17, 2018",,B01LH7LAOO,https://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB01LH7LAOO%2Fref%3Dcm_cr_arp_d_paging_btm_next_2%3FpageNumber%3D2%26filterByStar%3Dthree_star&api_key=b90c4dcc61e317892bb64c328c931de7&scraper_sdk=python
