title,rating,username,description,date,image_urls,asin_number
Bought it for its higher levels of Phosphorus/Zinc,4.0 out of 5 stars,S. Greene,"I hove used Mobil 1 in my truck for the last 2-3 years. Prior I had been using their extended 5w-30 
 but this year I wanted to see if it was the best for my truck (old 94 Chevy K1500 w/350 w/over 200k miles). Since my truck has the old TBI 350 with out a roller cam shaft that people say need more ZDP (zinc) in it to protect the camshaft I tried to research what Mobil one had in their offerings (Mobil 1 standard, High mileage and extended). Took a little time as Mobil doesn't list it on their site I was able to find a Mobil 1Oil Product Guide .pdf that lists all their flavors and viscosities with Phosphorus/zinc levels and if it meets any manufacturer requirements. In my case looking at 5W-30 Extended performance had 800ppm Phosphorus and 900ppm zinc, standard Mobil 1 had the same but High Mileage has 1000ppm Phosphorus and 1100ppm Zinc. Off the top of my head I did compare this to what other fully synthetic brands were offering (Valvoline, Penzoil, Castrol), but I am pretty sure this High Mileage was better! (again this is for fully synthetic, you might find matching or better levels in a blend or fully conventional oil)
This is my first go with the stuff so we shall see if it is better?","Reviewed in the United States on December 19, 2015",,
It looks good.,4.0 out of 5 stars,Nhan L.,It works well.,"Reviewed in the United States on October 23, 2022",,
Works great as expected,4.0 out of 5 stars,Amazon Customer,"Was what I needed, same price as store, fast shipping","Reviewed in the United States on September 20, 2022",,
Left in the pouring rain.,4.0 out of 5 stars,THTGRLDIANA,"Product is awesome, thank you!! Amazon delivery however left both packages in the pouring rain. There were no knocks or doorbell rings. Delivery needs to step up their game.","Reviewed in the United States on June 6, 2022",,
Okay,4.0 out of 5 stars,Debby,"Come on oil is oil
what more do you want me to say","Reviewed in the United States on August 19, 2022",,
Oil received not BMW LL-01 approved,3.0 out of 5 stars,Eric G,"Just ordered this for an oil change in a Mercedes and BMW. I know this used to have the BMW LL-01 spec, but the oil I received no longer carried that specification. The jugs I received do not say BMW on the front like in the picture at the top See pic I uploaded. Don't know if Mobil changed there formula, but I'm going to go with Castrol for the BMW.","Reviewed in the United States on December 4, 2017",https://images-na.ssl-images-amazon.com/images/I/611T6Q7RgRL._SY88.jpg,
That there is oil,3.0 out of 5 stars,Zack W,"Man that there’s some oil, but they wouldn’t let me return it when I realized it was going to take 3 weeks to ship and I had already just bought oil at Walmart","Reviewed in the United States on May 21, 2021",,
Nothing but,3.0 out of 5 stars,Seattle Simon,"Hello everyone truck is at 246,XXX and burned through the oil at 5k-6k miles . No different than any high mileage Mobil 1 oil out there","Reviewed in the United States on September 12, 2021",,
"Great oil, though not synthetic at all",3.0 out of 5 stars,Kunal K.,"I use this oil and it works well, am giving it 3 stars because the damn thing is mineral oil and is not synthetic oil. If you want synthetic oil it's packaging must say 100% synthetic oil. I have no complaints on the product just a problem with the misleading labels on the package. These misleading labels are only used in USA and not in Europe. Go figure!!!","Reviewed in the United States on September 6, 2017",,
Switching to Liqui Moly,3.0 out of 5 stars,Yuriy,"If you are a BMW owner, pay attention to specs. I did not realize, but Mobil1 removed LL1 spec from 0W-40 oil. Some containers still list BMW and LL1 spec, but newer ones do not. Also, I recently had to change valve cover gasket on my X3 and was disappointed to see baked on varnish. Always used Mobil1 in this engine. Given I have 100,000 miles on it, I thought it would look better (with BMW recommend oil change intervals). Switching to Liqui Moly.","Reviewed in the United States on April 26, 2016",,
Limited quantity is BS.,3.0 out of 5 stars,Tim ,Good product. Limited amount you can purchase is why I gave 3 stars. I need 50 gallons and could only purchase 4. Big let down.,"Reviewed in the United States on June 11, 2021",,
Known product,3.0 out of 5 stars,Bernardo Apablaza,Is a known product. Good value,"Reviewed in the United States on February 20, 2022",,
Found the Mobil 1 5w30 noisy,3.0 out of 5 stars,Anthony,Found the Mobil 1 5w30 noisy in my 2010 4.0 mountaineer. Ran for 300 miles engine was still  noisy. Drained out and replaced with Quaker state ultimate durability 5w30 and engine was dead quite. Not imagery noisy was real. Retired after 40 years in auto repair. Now this may work fine for you but I will stick with Quaker state ultimate durability 5w30,"Reviewed in the United States on March 30, 2018",,
The oil itself is great quality and works perfect for me,3.0 out of 5 stars,Mitch N.,"The oil itself is great quality and works perfect for me.
But the way Amazon ships it out, with no protection...is a different story. Lots of leaks and had to send it back. A replacement worked great.
So far Amazon stands for return policies, but the overall quality of services and items is greatly impacted...
I guess is the cost of doing business???","Reviewed in the United States on March 3, 2018",,
Average value.,3.0 out of 5 stars,Kelly Warren,Not expensive and not cheap. Not a “deal” but a high quality product. Sometimes I see it on sale at Costco for less $.,"Reviewed in the United States on January 4, 2021",,
Two Stars,2.0 out of 5 stars,Henry Lai,I didn't realize the bottle is so big. It is very difficult to pour it out.,"Reviewed in the United States on December 20, 2017",,
Two Stars,2.0 out of 5 stars,john,"3000 miles oil dark black and thin, get cheaper middle range product just as good","Reviewed in the United States on December 14, 2017",,
Two Stars,2.0 out of 5 stars,Buddy1,Too expensive,"Reviewed in the United States on March 25, 2018",,
Two Stars,2.0 out of 5 stars,Chris Parrott,As expected,"Reviewed in the United States on October 31, 2017",,
Don't think I will buy it from this vendor,2.0 out of 5 stars,Henry C,It was opened.,"Reviewed in the United States on August 14, 2017",,
Two Stars,2.0 out of 5 stars,HV,One of bottle is leaked.  It's a mess.,"Reviewed in the United States on June 16, 2016",,
Not what once was. Your usage may vary,2.0 out of 5 stars,Amazon Customer,"I used to be a huge fan of Mobil 1 ever since I found out so many auto makers used it as their OEM oil. Once I bought a brand new car, I used Mobil 1 EP for the 2nd oil change and at first, the car felt amazing. Everything was smoother compared to the OEM Motorcraft oil. Then after about 1000-2000 miles, the smoothness went away and the oil level went down significantly. I almost had to put in half a quart before the next oil change. For whatever reason my car was burning this oil quickly which was very surprising since my car had less than 6000 miles. Its practically brand new. I tried Castrol Edge EP next and my oil level is now very stable compared to Mobil 1, I dont have to worry about topping it off every 2 or 3 weeks. I can only conclude that the Mobil 1 quality has gone down lately, or maybe my car just doesnt like Mobil 1. I thought it could handle any car and any circumstances, I guess not. I have read many blogs that say the same thing, ""Mobil 1 isnt what it once was"".","Reviewed in the United States on May 26, 2020",,
Very long wait time,2.0 out of 5 stars,Mr Doo,Love Mobil 1 stuff but won’t order from these guys again. 3 weeks and still no oil.  Showed up a month late,"Reviewed in the United States on August 14, 2022",,
THIS IS SHAMEFUL ADVERTISING,2.0 out of 5 stars,P62 COMANCHE STRONG,"""""Hey Amazon""""  Thats Pretty Messed up of you , To Show this Item @ this Price & Pretty Discriminating , To Add in , That you can only have this Price , If you Join the Prime membership Program ??  ""What a Deal""  Considering - that Joining the Prime Club will Only Cost you 107.00 to join !!  Something is Very Wrong with this Picture> . & Im pretty sure you are Teetering on the Discrimination Fence !!  To those who Fall for this Trick ? Your Not Going to Get 107.00 worth of any Gains !!  ""Be Smart""  Don't Sign up for this Illusive Scam !!","Reviewed in the United States on May 5, 2016",,
Not good substitute for BMW branded oil!,2.0 out of 5 stars,MH,I used this LL01 formula one time in my BMW 2006 and after 5000 miles amount of sludge was unbelievable. It caused Vanos sensors to throw the error code. Defiantly does not even come close to BMW original LL01 Catrol type 4 oil. Filter was so black that was hard to believe that oil only had 5k miles since the last change. Once I replaced oil with BMW original formula and cleared out error code codes never came back! I usually change BMW original oil every 7K and it has never been so dirty such as this Mobile LL01 European formula oil. Definitely not good substitute for BMW oil. Even BMW oil is cheaper at the dealership !!! Figure that!,"Reviewed in the United States on February 6, 2015",,
"I Love the Oil, But Still Waiting for Delivery 3 Weeks Later",1.0 out of 5 stars,Stephene Wade,"Great product, but buy somewhere else like the local autoparts store.  Still waiting for delivery 3 weeks later","Reviewed in the United States on June 21, 2022",,
Bad advertising,1.0 out of 5 stars,John Wood,Container labeled dos for Chevy turbo. When I got it it did not have dos. Disappointed in Amazon. Will buy less online,"Reviewed in the United States on March 20, 2022",,
Misleading picture!,1.0 out of 5 stars,Andres Marquez,On the product photos says the oil is 0w-20. I ordered it and instead I got 5W-30.,"Reviewed in the United States on March 10, 2022",https://m.media-amazon.com/images/I/61Z6HuZUezL._SY88.jpg,
Sent faulty product,1.0 out of 5 stars,Ohioreader,The seal on the bottle was broken and the oil was cloudy and contaminated. Unfortunately we did not notice this until after the return window had closed.,"Reviewed in the United States on August 14, 2021",,
Oil Ships with out packing.,1.0 out of 5 stars,Tom's Picks,"The oil is good and arrives quickly. However, it has no bubble wrap or packing of any kind and so is usually leaking by the time it is delivered.","Reviewed in the United States on April 22, 2021",,
"Good oil, bad packing",1.0 out of 5 stars,Nate,"Great oil, but bottle came with a crack in it, and leaked in the box.","Reviewed in the United States on April 30, 2022",,
Check package before using,1.0 out of 5 stars,Amazon Customer,Once Oil was drained from my car when I went to open oil it had already opened an seemed to be some missing from bottle .,"Reviewed in the United States on August 8, 2021",,
DON'T BUY ANYMORE Mobil1!!!,1.0 out of 5 stars,lucas monza,"Definitely not going to buy Mobil1 anymore. They are trying to make you buy the relabeled one,  for $50 at Walmart and slowly will pull this one from the market witch they overpriced it from $25 to $36. There are other options cheaper and better , even for Mercedes . Thanks and good luck to the idiot who came with the idea","Reviewed in the United States on June 12, 2017",,
Leaking bottle of oil with no return available...,1.0 out of 5 stars,Benjamin Porter ,Leaking upon arrival no return available,"Reviewed in the United States on April 7, 2022",,
Used oil,1.0 out of 5 stars,Joe k,Unboxed was dark sludge used already,"Reviewed in the United States on February 11, 2022",,
Great,5.0 out of 5 stars,Amazon Customer,Great,"Reviewed in the United States on August 12, 2023",,
Great,5.0 out of 5 stars,joe cleary,Great,"Reviewed in the United States on August 12, 2023",,
Good,5.0 out of 5 stars,DAVID,Good,"Reviewed in the United States on August 17, 2023",,
"Mobil 1, Nothing else!",5.0 out of 5 stars,Karey Pharris,"I have used Mobil 1 for decades and change my oil between 3000 and 5000 miles. I have two vehicles that have had Mobil from 500 miles to close to 300,000 and no issues! General maintenance and good care with good oil makes a huge difference on longevity of an engine! Except nothing else!","Reviewed in the United States on July 19, 2023",,
Its working in my Porsche.,5.0 out of 5 stars,Aaron E,My Porsche manual called for Mobile One and that's what I got.  Seems to be working fine.,"Reviewed in the United States on August 7, 2023",,
It meets manufacturer requirements!,5.0 out of 5 stars,Joseph V Alexander,It meets manufacturers requirements and is packaged in 5 quart containers!,"Reviewed in the United States on August 9, 2023",,
Top shelf oil,5.0 out of 5 stars,GnshpCSO,"With most major oil brands being close in price, go with the best with Mobil 1. I’ve been using this oil for 30 plus years and it has never let me down.","Reviewed in the United States on July 30, 2023",,
Works well,5.0 out of 5 stars,SBCaldwell,"I have never had a problem with this oil.
This is a much more efficient size and price for and oil change.","Reviewed in the United States on August 2, 2023",,
Great oil,5.0 out of 5 stars,3tech,I have used Mobil One in my truck since new and have received excellent service from this product. Two thumbs up!,"Reviewed in the United States on August 2, 2023",,
best oil and best temp range for all engines,5.0 out of 5 stars,Mike Hughes,"been using mobil full synthetic on all my cars for decades now and have never had any engine issues, i do change oil generally speaking at least once a year and if mileage is a consideration i rarely go over 5000 miles even though it is supposed to be good for 15,000 miles-to me oil is a wear item and there is no point in pushing it past what it is supposed to do-protect.  except for an old GTO that i have owned for 45 years i put 0W-40 in the other three vehicles i own that are daily drivers that call for 5W-30 (except for an 07 BMW E93 which does call for 0W-40)-since there is more temperature range with 0W-40, it is especially well suited for extreme cold AND heat-and i reside 33 degree north, which is fairly tropical, the 40 weight is especially well suited for June through August.  As always i strongly recommend buying good quality oil filters too.","Reviewed in the United States on June 2, 2023",,
Mobile one oil,4.0 out of 5 stars,Douglas Kindle,"Absolute great product. Can find some place is cheaper, but it seems that they’re out of stock.","Reviewed in the United States on March 11, 2023",,
Great oil,4.0 out of 5 stars,Tmizer,Good price and delivered.,"Reviewed in the United States on April 11, 2023",,
Oil inside and out!,4.0 out of 5 stars,Daniel,"I received my package by hand from our incredible UPS lady (not sarcasm, she's the best), only to open it and find oil soaking the inside of the box.  Wiped them off and check the level and they were about equal but then I found the crack on the inside of one of the handles.  So I skipped lunch and did an oil change to empty it.  I usually buy Mobile 1 synthetic for most of my vehicles and this is the first time I've had it happen. I could choose to be dramatic and ask for a refund, but I'll just mention it to see if this gets some traffic to know whether it's more common than I expect.","Reviewed in the United States on July 21, 2022",,
Not bad engine oil,4.0 out of 5 stars,Ahmad Abdallah ,I have been using it for few years. It’s good engine oil.,"Reviewed in the United States on January 15, 2023",,
It is Mobile 1,4.0 out of 5 stars,MikMen,So far it is holding up.,"Reviewed in the United States on January 20, 2023",,
So far so good,4.0 out of 5 stars,D P,No problems yet,"Reviewed in the United States on January 24, 2023",,
Brand name.,4.0 out of 5 stars,Seeker,"Mobil 1 has a good reputation - I trust the quality to be good.  I have never had an oil analysis done, so trust in the brand name is paramount.  That's why I gave it 4 stars - 5 stars needs an oil analysis for definitive proof.","Reviewed in the United States on September 19, 2022",,
Good,4.0 out of 5 stars,Camilo Idarraga,Good,"Reviewed in the United States on December 27, 2022",,
One of the best on the market,4.0 out of 5 stars,Lexus,Great oil my truck requires that I change my oil every 5000 miles. Sometimes I don’t have the time when the service is due so no worries if I hit the 6000 mile mark and it is guaranteed for 15000 miles.,"Reviewed in the United States on July 25, 2022",,
Great Synthetic,4.0 out of 5 stars,Brain,I am very picky with my oil and typically only go for Royal Purple but this stuff is great for the ride with a price tag to compare.,"Reviewed in the United States on September 4, 2022",,
Oil is weird,3.0 out of 5 stars,Rick,"Truck shift weird after 6,000 miles or so
Switching to reg full synthetic","Reviewed in the United States on September 2, 2022",,
Price jump,3.0 out of 5 stars,Rosa,"5 star review for the product, but had to lower the rating when the subscribe & save price jumped to $54 each without warning. Product is good, but not good enough to warrant such a staggering price jump.","Reviewed in the United States on February 20, 2022",,
It is not suitable for jeep,3.0 out of 5 stars,Khalid ,"I ordered based on recommendation. By Amazon but in reality this does not go for Jeep Grand Cherokee limited V6 3.6 L engine , the jeep recommendation for us climate is 0W-20 but Amazon was suggesting 5W-30 , I had to return this snd order the correct oil API specification","Reviewed in the United States on August 30, 2021",,
Cheap oil,3.0 out of 5 stars,Eric Pantoja,First off i understand that this isnt the most expensive oil but i was a little bit disappointed. In my Acura TSX it would burn off an entire quart and a half in a 4000 mile oil change interval and i noticed the engine wouldnt idle or run as smoothly as it did with the other oils I normally use. I do drive my car hard probably every other day so i was expecting it to burn some off but not nearly that much. I normally use Pennzoil Ultra Platinum or Redline and i never have to top off the oil level with either of those. I know im being picky but you can really feel any little difference in the engine with a manual transmission so ill just stick to those.,"Reviewed in the United States on April 19, 2017",,
Three Stars,3.0 out of 5 stars,White Russian,"2004 Toyota Sequoia 4x4 207k
Ran a torture test 11 mos in the motor with 11500 miles towing 3000lbs 5 days a week city Some long Highway drives unhooked and 4x4 in the mountains of North Carolina in the winter climbing through blizzard conditions and 8° Temps Seven Devils and Boone and light use in the mud for the summer
At this intensity 8500 miles it needed changed 8000 is conservative and 9000 it needs to go
Over 10k it became very dark but stick still readable and that's when viscosity had slightly thickened
Was using only a 10k filter using a mobil one filter now
The oil is good but could be just a little better
Valvoline seemed to last 1k more full synthetic
Still running the oil just shorter interval","Reviewed in the United States on September 20, 2016",,
Good Engine oil,3.0 out of 5 stars,Amazon Customer,It works nice in my 2006 malibu. Just seems to be that you pay more for name brand when other oils are good for less.,"Reviewed in the United States on March 8, 2022",,
Burned Easily.  Over-rated.,3.0 out of 5 stars,Gunpowder & Lead,"Comparing Mobil 1 to the other oils that I use, I have not been impressed.  Mobil 1 burned 1/2 quart just in 6 weeks, other oils did not burn at 6 weeks.  Mobil 1 oil color remained light yellow, while other oils would show amber color at 6 weeks which meant they were removing and suspending contaminants and sludge.","Reviewed in the United States on October 19, 2020",,
The oil does the job but the container does not,3.0 out of 5 stars,Kodiak,"Love the oil, the container not so much.  I thought I would use this jug to top off an oil hungry turbo for a few months, didnt work out like that. The oil does the job but the container does not.  Once that sticker seal is removed this is not a safe storage container for the remaining oil, so dont simply toss it the trunk, the oil will leak if its stored on its side.  Maybe there's a disclosure about it but I didn't see it.","Reviewed in the United States on January 18, 2018",,
Great oil,3.0 out of 5 stars,R.R,"*** product never arrived after two attempts.***
10 year licensed ASE heavy equipment mechanic here.
I use this in ALL my toyotas/lexus.
I change the oil every 8000 miles or so.
I change the filter every 4000 miles
i change the air filter every 8000 or so miles.
I do not have any issues with my vehicles and they all have 0ver 120,000 miles.
MAKE SURE YOU CHECK YOUR OIL EVERY 1000 or so miles. EVERY CAR BURNS OIL.","Reviewed in the United States on February 21, 2019",,
The Oil is fine but.....,3.0 out of 5 stars,Clinton Ramsey,The oil is great. I've been using Mobil 1 synthetic for a very long time now. The shipping was bad and the product arrived leaking in the box.,"Reviewed in the United States on January 1, 2022",,
Not a value!,2.0 out of 5 stars,Watts,Oil is too expensive for what it is supposed to do. I have since started using Valvoline as it is a much better value.,"Reviewed in the United States on June 21, 2020",,
Should It be a Silver Cap or a Gold One?,2.0 out of 5 stars,Henry,"I have no idea why the cap becomes silver!!! I have bought the Mobil engine oil for years and never changed another brand. I am pretty sure the cap of the extended performance bottle should be gold, rather than any other colors!! I doubt its genuineness. Here is the picture.","Reviewed in the United States on November 18, 2017",https://images-na.ssl-images-amazon.com/images/I/71Kw2LMZpXL._SY88.jpg,
Im sure its good synthetic oil. But not helping with mpg.,2.0 out of 5 stars,Craig,"2015 Nissan Rogue with 40k.
I drive 60 Miles a day and  my average mpg has dropped. So far 3500 miles on the oil . It was cheap but I wont buy or use it again.","Reviewed in the United States on February 12, 2018",,
2 Stars for delivery on time in good package.,2.0 out of 5 stars,Tri T. Do,My 2002 Camry is starting sputtering and the car doesn't run smoothly as before after I used this oil. I need to swap the oil soon before it destroys the engine. 2 Stars for delivery on time in good package.,"Reviewed in the United States on October 19, 2017",,
not good,2.0 out of 5 stars,JW 46,"I've used it for years, but this green label version is way lighter weight and burns off a quart in a thousand. Of course when the light stuff is gone, the better mileage potential is gone too. I won't buy this again.","Reviewed in the United States on September 7, 2017",,
Oily 5gt container,2.0 out of 5 stars,Amazon Customer,Oil all over the 5qt container sent to me,"Reviewed in the United States on April 14, 2020",,
Must have gold in it.,2.0 out of 5 stars,Edgar Allen Poor,In my haste to get everything together to do this job. I failed to notice how small this bottle was. So I had to run to Walmart for more. This cost is four times as much as the same thing in Walmart. Plus mine was leaking when it arrived.,"Reviewed in the United States on April 30, 2016",,
"NOT BMW approved, Mobil LOST the rating",2.0 out of 5 stars,Skipirgiolo,Careful Mobil- they changed their product and it no longer holds up. Great initial stats but they dont last. Great marketing but you dropped your BMW LL-01 rating. It's made for European cars but not BMWs. Buyer Beware.,"Reviewed in the United States on May 3, 2016",,
Very inferior container,2.0 out of 5 stars,haroldjoe48,Great product but inferior container.Container handle got a small kink and half of the contents leaked out.,"Reviewed in the United States on April 8, 2018",,
$,2.0 out of 5 stars,Big d.,Need to be cheaper,"Reviewed in the United States on April 12, 2019",,
Best Oil I've ever had though,1.0 out of 5 stars,BradFoxUS,You can find this for $22.88 at Walmart. I bought it on Amazon for $40 and they won't match the price and I can't return it because it's already in my car. Best Oil I've ever had though. Honda also uses this from factory and is highly recommended.,"Reviewed in the United States on June 13, 2016",https://images-na.ssl-images-amazon.com/images/I/71+QJU1o3rL._SY88.jpg,
Open the package and find the oil leak. What kind of garbage oil do you give me?,1.0 out of 5 stars,Chen Dong,,"Reviewed in the United States on March 12, 2023","https://m.media-amazon.com/images/I/61rkYUxa2NL._SY88.jpg
https://m.media-amazon.com/images/I/711CjLdl4FL._SY88.jpg",
Bad oil. It caused a high engine voice. In two,1.0 out of 5 stars,izhaq,"Bad oil. It caused a high engine voice. In two days its color turned black (got burnt out or sth). After I changed this oil, the engine voice retuned to normal.","Reviewed in the United States on May 29, 2022",,
Product was damaged,1.0 out of 5 stars,Daniella Geanuracos,Product arrived damaged- leaked all over,"Reviewed in the United States on November 24, 2022",,
"I didn't receive the peoduct  described on the picture triple action, but instead the regular",1.0 out of 5 stars,Genaro,,"Reviewed in the United States on December 29, 2022",https://m.media-amazon.com/images/I/71KG-aEjBlL._SY88.jpg,
Leaking container,1.0 out of 5 stars,Rod l.,"The container had a hole in it at the handle and leaked out about a quart of oil. Thankfully, there was a plastic bag to contain the spill. Nevertheless, I had to clean up the mess and now I’m a quart short of oil.","Reviewed in the United States on May 29, 2021",,
Worst order,1.0 out of 5 stars,Khalid Mohammed,I received my order today and two of the bottles were busted,"Reviewed in the United States on October 4, 2022",,
Excellent oil if it hadn't all leaked out in shipment and I can't get it replaced!,1.0 out of 5 stars,Bear Lora,The oil is the best.  But one of the two gallons purchased leaked out during shipment and I have been unsuccessful in getting Amazon to replace it.,"Reviewed in the United States on February 28, 2022",,
Don’t order the shipping results are messy,1.0 out of 5 stars,Steve Klapka,"I am sure the product is fine, shipping will result in a messy delivery. The oil container had a leak, and created a mess on my front porch..","Reviewed in the United States on March 5, 2022",,
The oil is good but the packing is very very bad,1.0 out of 5 stars,Adel,The oil is good but the packing is very very bad,"Reviewed in the United States on September 17, 2022",,
Great item,4.0 out of 5 stars,JAMES H COLLIER JR,Great for service,"Reviewed in the United States on June 21, 2023",,
Oil doesn't run low,4.0 out of 5 stars,Gas geek,I used Royal Purple 10W-30  until it got hard to find. I switched to this brand. It doesn't seem to run low when the oil is checked as the RP did. The price is decent also.,"Reviewed in the United States on May 4, 2023",,
Mobile 1 is the best,4.0 out of 5 stars,Music gotta have Music ,Mobile 1 is the best oil,"Reviewed in the United States on May 28, 2023",,
Where did the regular or non hi milage go?,4.0 out of 5 stars,William Lindberg,"I prefer the non high milage oil because doesn't have the additives  that swell the seals and who knows what additions and subtractions there are.
I just prefer the mobil1 with out the fluff. Bring it back in the
 10w40 weight.","Reviewed in the United States on April 26, 2023",,
Always a great product,4.0 out of 5 stars,michael jackway,It is a great price and value,"Reviewed in the United States on May 18, 2023",,
"Good quality, but bad packaging.",4.0 out of 5 stars,Amazon Customer,"Lost about a quarter in shipping due to one of the bottles not being tight. Packed in a plastic bac, but still, wish they would have tightened the lid and put a seal on it like they did on the other jug.","Reviewed in the United States on April 3, 2023",,
Meets Toyota spec for my Tundra,4.0 out of 5 stars,RangerBear,"Fair price/value. Advertised to go 20K but I change it after 10K as recommended by Toyota. The product performs as intended. Switched to extended performance because of study/experiment I saw on YouTube showcasing a high level of performance in all categories tested. Mobil1 is a trusted brand for me. If you switch from non-synthetic to full synthetic oil, you'll definitely notice the difference.","Reviewed in the United States on March 14, 2023",,
It's a really good oil,4.0 out of 5 stars,Artudito,I like it I can take almost one year to do the next,"Reviewed in the United States on May 4, 2023",,
Best oil,4.0 out of 5 stars,Jamie Harris,I’ve been running Mobil-1 in engines for years. Great longevity!,"Reviewed in the United States on April 18, 2023",,
It's oil,4.0 out of 5 stars,_Pete_,"It's oil.  It's synthetic.  It's the correct weight for my truck.
You have to change your oil filter much sooner than than the oil will degrade, so anything with the correct api rating is fine.","Reviewed in the United States on March 23, 2023",,
Not bad！,3.0 out of 5 stars,BB 💗QQ,"Reasonable price and compared with another brand I used before, this brand is not bad.","Reviewed in the United States on February 7, 2023",,
Poor service,3.0 out of 5 stars,Jazzy,"The oil ordered came in a Walmart box, so I assume the issue happened there.  I ordered 5W40 Mobil 1 turbo diesel truck oil.  I received 5W40 Mobil 1 FS European car formula oil.  After speaking to a rep at Mobil, the oils are compatible in my application.  Still a hassle and waste of time.","Reviewed in the United States on July 28, 2022",,
Confusing labeling,3.0 out of 5 stars,William Grubbs,Labeling seems to vary from store to store. The product may or may not be what I thought I was buying or intended to buy.,"Reviewed in the United States on October 10, 2022",,
Seems to be good Oil But..$$$$$,3.0 out of 5 stars,OTostado,"Seems to be a good oil BUT at almost $13.00 a quart it’s very high priced. My Ford 6.7 diesel uses approx 15 qts, that’s almost $200.00 of oil..
Ford’s Super Duty Diesel motor oil runs around $6.00 per quart.. with the same change intervals.
I am evaluating if I’m going to continue using Mobile One. It’s VERY expensive oil…","Reviewed in the United States on April 26, 2022",,
NO DIFFERENT THAN ANY OF THEIR STANDARD SYNTHETIC OILS,3.0 out of 5 stars,CWD,"Look, I love Mobile One. Problem with this stuff is it's false advertisement. It's great oil. It is. But it doesn't last any longer than their regular synthetic oils. I ran this for 11k miles and you could smell the oil degrading. Not to mention that they should be paying for a repair on my truck as it bent a pushrod due to dirt in the oil. Yup, changed it earlier than they said it could go and still it bent a pushrod. DO NOT, I repeat, DO NOT ever run any oil more than 7 to 9k miles in your vehicle.","Reviewed in the United States on January 12, 2022",,
Looked worse on the stick and I changed it sooner,3.0 out of 5 stars,Ian A,did not replace the filter with this change though. I think this oil degraded and I think the Extended protection is a gimmick falsehood.,"Reviewed in the United States on September 20, 2022",,
Change your oil frequently!!,3.0 out of 5 stars,Christopher Colon,"I bought this for my 2017 Camaro. I usually put this car away for the winter, so I by oil and filter and change it prior to storing. Unfortunately, being a GM product, the oil changes for Dexos based oil products, need to be changed more often than not. This oil after about 5500 miles, felt chalky and it caused my check engine light to come on because it plugged my camshaft actuators. May only be good for the basic 3000 miles in my opinion. I am trying royal purple this season.","Reviewed in the United States on October 4, 2021",,
Took two weeks to arrive.,3.0 out of 5 stars,Drdrdaddeo,Excellent Mobile 1  0W-20 motor oil at price comparable to Walmart….but took two weeks to arrive from Amazon!!  More convenient to buy locally.,"Reviewed in the United States on August 19, 2022",,
Jug arrived with a hole in it and leaking badly.,3.0 out of 5 stars,Steven G Hammons,"Excellent oil, it is all I have used since Mobil 1 started, no complaints there.
However, this is the second time I have ordered by internet to have oil arrive with at least one of the jugs in the order busted in transit. Huge mess and total waste of my money for the busted jug. I am not sure I will ever order oil by internet again.","Reviewed in the United States on January 7, 2022",,
na,3.0 out of 5 stars,Truongkhang,na,"Reviewed in the United States on December 17, 2022",,
Leaky bottle,2.0 out of 5 stars,Fred W. Roberts,The bottle it came in leaked in the box And I lost about a half a quart and I would like to have that replaced if possible. I don't want to send it back because it leaks.,"Reviewed in the United States on September 10, 2021",,
Burns.,2.0 out of 5 stars,Jason Conklin,"This oil burns, evaporates and you have to add a quart or 2 after 2500 miles. Not really good.","Reviewed in the United States on February 3, 2022",,
Worked Great Until It Broke,2.0 out of 5 stars,xharpuax,"This mount worked out great, for just under a year. The magnetic block snapped off the part that fits inside the CD player right at the ball joint where you can adjust the angle. It wasn’t abused or beat on in any way, just a year of normal use. Loved it while it lasted, but not the most durable piece of equipment.","Reviewed in the United States on May 7, 2018",,
Hole in the jug!  What a mess.,2.0 out of 5 stars,Tacit Blue,There was a hole on the bottom of the containers and this leaked all over my garage floor.,"Reviewed in the United States on December 11, 2021",,
Misleading,2.0 out of 5 stars,Joshua Welch,"I got this oil because it seemed like exactly what I wanted and needed. Full synthetic and last 15,000 miles. I had no problems until I hit 5,000 miles into the change the oil was a little low and I filled it up correctly then my service light popped up. I've never had any issues with any other oil until I used this one and I got my car checked and I have no issues other than the oil.","Reviewed in the United States on April 24, 2017",,
"Good product, bad delivery condition",2.0 out of 5 stars,VT,"
                    The media could not be loaded.
                
 Great product,bought 3 times, no problem whatsoever, but the last delivery was a disaster","Reviewed in the United States on May 18, 2022","https://m.media-amazon.com/images/I/51lTN9tfSaL._SY88.jpg
https://m.media-amazon.com/images/I/71FouKpGoxL._SY88.jpg
https://m.media-amazon.com/images/I/71MN-aJ3wuL._SY88.jpg
https://m.media-amazon.com/images/I/71kVBWTlfnL._SY88.jpg
https://m.media-amazon.com/images/I/71vXxC5+jGL._SY88.jpg",
Mobile 1 Diesel,2.0 out of 5 stars,Linda O'Neill,1st order came with oil leaking all over package.  Was supposed to be replaced but order was cancelled.,"Reviewed in the United States on August 9, 2021",,
Be careful.,2.0 out of 5 stars,RIC,It was a not so nice surprise when I discovered that the one container I could not see until I opened the package was the wrong type of oil 0W40.  At the end I paid for something I have no way of using which has the result of raising the price of the other two.,"Reviewed in the United States on October 20, 2017",,
