title,rating,username,description,date,image_urls,asin_number
Three Stars,3.0 out of 5 stars,Lilly,"the picture is yellow case.
but i was received grey case.
it is old product","Reviewed in the United States on May 24, 2017",,
WAY OVERPRICED,3.0 out of 5 stars,Duane W Vosika,"Pennzoil & this seller should be ashamed...great oil thats true, but price gouging..good lord","Reviewed in the United States on April 1, 2023",,
Do the math 5qt 3pack more than 1 5qt x3,3.0 out of 5 stars,Robert Knight,Do the math 5qt 3pack more than 1 5qt x3. could be a typo.....or?,"Reviewed in the United States on October 28, 2022",,
"I want to believe, but I'm not convinced, yet...",3.0 out of 5 stars,tollynollywozzy,"Since reading the reviews on BITOG and as I'm a rather transparently suggestible type when it comes to synthetic oils I gave Pennzoil Ultra Platinum a shot for two drain cycles at intervals of 3000 and 4000 miles respectively. I drive a 1996 Toyota Camry v6 with ~ 168,000 miles on the clock, so in all honesty this oil in my engine can be likened to using a Ferrari to plow a corn field (one should only use a Lamborghini for that).
That said, it does run very smoothly. I am highly anal-retentive about engine maintenance and  scrupulously track everything going on by the letter. One of the positives is that I've noticed is that the engine oil at the time of my first change, appeared almost new as I drained it, which was fantastic. I sent off for a UOA kit and when the results came back, it showed no engine wear from the last report some 5000 miles earlier. Not minimal. None. Which was impressive. Now for the drawbacks. As I've said I'm a bit of Nazi about my car, so I maintain it with freakish Germanic dedication, however, I do notice that using this oil I tend to get back a quart less upon drain after a cycle is finished.
Did a leak-down test. nothing wrong, so possibly engine wear; maybe, but Toyota Camrys of this era ten to go for 300k+ miles at a go, so it seems unlikely. MPG is an amazing 30.12 mpg for a car of this vintage (according to the EPA.gov website says I should get 21mpg on a good day running downhill with the wind at my back. The last culprit: the oil itself. I have no proof of this, it's just a suspicion but I feel like the natural gas components being burned in the engine at a rate of about 1 qt/ 1k miles.","Reviewed in the United States on December 3, 2014",,
Not ILSAC  6,3.0 out of 5 stars,P. T.,"Deceptive promotion ! Packaging clearly labeled as ILSAC 6, but received ILSAC 5 !
NOT the first of second time Amazon has engaged in this activity . The product will do, and riding have time to put up with the hassle of returning it, but disappointed to say the least !
Not the first of second time Amazon has ""knowingly"" engaged in defective advertising.
Nlpe.......no good !
I'll just put up with the  crowds,or better yet go early to the nearest Wal-Mart where I can hold it in my hands and
READ what I am buying !","Reviewed in the United States on November 17, 2020",,
Good oil but not for VW 2.0 tsi engines,3.0 out of 5 stars,jared,"I bought this oil because I used Pennzoil platinum 5w30 in my escape 2.0t with great results. I used this in my VW cc 2.0t after switching from liqui moly. I burned some oil the first oil change with this stuff. I'm due for a oil change So I went to check it and I had to add the rest of the container a month ago to keep it full , anyway there was absolutely no oil on the stick. I opened the cap and saw the oil and it was very black . It looked like it hadn't been changed it 10k miles. I've never had oil consumption until I starting using this oil. I change my oil every 7k miles","Reviewed in the United States on November 11, 2019",,
Black sludge?,3.0 out of 5 stars,Levi,"I guess it's good oil, but why is there black sludge at the bottom of the 3 jugs I opened?  You can slosh a little oil around for a minute to mix it in, but what is it?  Moly?","Reviewed in the United States on July 6, 2018",https://images-na.ssl-images-amazon.com/images/I/61ZAHOIKZhL._SY88.jpg,
Look at Label,1.0 out of 5 stars,Anthony ,Pictures show newer GF 6 oil but that's not whats delivered.  Must still be delivering older stock.  Would not have ordered if known.,"Reviewed in the United States on September 18, 2020",,
Received wrong oil,1.0 out of 5 stars,Vincent DeRosa,Received Platinum instead of Ultra Platinum.,"Reviewed in the United States on May 17, 2022",https://m.media-amazon.com/images/I/71dKc++TC0L._SY88.jpg,
Jug will not fit,1.0 out of 5 stars,Jane,"Presented,  in sales add, as 1 Quart containers, but delivery of requested Four items, was a Single 1 gallon item.  That size will not;
fit under Miata's hood/pouring, so return.
Quality Pennzoil not under suspect-just the vessel.","Reviewed in the United States on March 19, 2020",,
leaky box.,1.0 out of 5 stars,John D Holloway,"oil leaked out and made a big mess!  shipping box was soaked in oil and at 10 bucks a qt, not cool.","Reviewed in the United States on July 11, 2021",,
good oil lousy shipping,1.0 out of 5 stars,paul jones,product is good shipping wasnt,"Reviewed in the United States on July 7, 2022",,
Item came spilled and open,1.0 out of 5 stars,Jose,Open material spilled,"Reviewed in the United States on July 28, 2022",,
EXPIRED OIL!!!,1.0 out of 5 stars,Mart,I like pennzoil but they give me expired products really? June 2020? Sigh i was really excited to have this oil but come out like this,"Reviewed in the United States on November 7, 2020",,
Be Aware!!!,1.0 out of 5 stars,Dave,"Read the package carefully... Ordered the Pennzoil Ultra Plus, received 6 quarts of the lower priced and lower quality Pennzoil Platinum... There is a distinct difference between the two. This is very deception or fraud to say the least and if you are not careful you may overlook the ripoff..","Reviewed in the United States on December 2, 2017",,
They almost had it right….,1.0 out of 5 stars,Alex Rios,Received 1/3 products…..ended up returning.,"Reviewed in the United States on March 31, 2022",https://m.media-amazon.com/images/I/817siV7ehbL._SY88.jpg,
Used oil was sent to me,1.0 out of 5 stars,Doublewestern,Aluminum film is missing and the plastic cap seal didn’t break. Looks like the caped was hot glued and the oil is black.,"Reviewed in the United States on February 6, 2021",https://images-na.ssl-images-amazon.com/images/I/91CWfXe-d2L._SY88.jpg,
Great engine oil at 1/4 price of Amsoil.,5.0 out of 5 stars,Michael Hsu,"Almost as good as Amsoil but at a quarter the price.  I have been using the 5W-30 ultra platinum variant for the last decade on a variety of vehicles that I still own today.  One of them is a supercharged V6, the other two are naturally aspirated V8.  All of them are at 200k to 250k with no engine rework, original transmission, and axles.  These are not highway cruisers either, all of them have spend ~30% of their miles in the dirt/sand/mud/rocks and towing.  Running a full synthetic engine oil also allows me to run a longer oil change interval (6-7000mi vice 3000mi for conventional dino oil).  Would definitely recommend!","Reviewed in the United States on April 29, 2023",,
Great for any Dodge Hemi,5.0 out of 5 stars,Travis  F,"Use for Dodge Hemi 392, motor loves it.","Reviewed in the United States on June 24, 2023",,
Do it yourself oil change.,5.0 out of 5 stars,Amazon Customer,"Change oil myself at home and put dirty oil in the empty jug. Then take it to be recycled. Fast shipping from Amazon great use of the empty oil jug after filling up the car with clean oil for another 5,000 miles. Fram synthetic oil filter is the best.","Reviewed in the United States on May 30, 2023",,
"I use this in all of my vehicles, the best oil ever.",5.0 out of 5 stars,DaPoppa1,"I only use Pennzoil platinum and now the Ultra. I am in Florida, and the heat wrecks engines plain and simple. The trick is to never skip out on the oil service. I did a Blackstone labs test on an oil change that my son had gone 10,000 miles on, the Pennzoil results came back as being in specifications. Meaning I could have thrown a filter in and kept going. My son drives a 2004 Honda Accord, 4cyl, and gets about 35mpg. The engine sounds great, and does not leak oil. It has 179K miles. Not bad. So stay with Pennzoil, it really works.","Reviewed in the United States on April 17, 2023",,
Great oil,5.0 out of 5 stars,EB,Great oil for my Alfa Romeo Stelvio and Mazda CX5,"Reviewed in the United States on June 12, 2023",,
Only OEM oil for my RAM 2500,5.0 out of 5 stars,ELA,Carry a quart with me just in case I have to top off my oil.  This is the only brand recommended by RAM for my 2500 with 6.4 liter engine.,"Reviewed in the United States on May 26, 2023",,
Does just great in my 6.4L Ram power wagon,5.0 out of 5 stars,JerryRN,I went with this oil to cover my warranty requirements should anything fail,"Reviewed in the United States on June 9, 2023",,
The best oil I’ve used and I’ve tried many others,5.0 out of 5 stars,robert taylor,"Highest quality, my jeep purrs on this stuff, quiet idle, nice smooth acceleration with barely any engine mechanical noise and way better mpg than other oils I’ve used in my jeep. Lasts a long time as well, I go about 7-8k on it and it’s still a decent color and smooth running when I change the oil.  I would recommend using a good super high quality oil filter with this type of oil change interval.","Reviewed in the United States on April 29, 2023",,
Great product,5.0 out of 5 stars,tom,"Great product at a very cheap price, lasts a looooooooooong time.  5+k miles and haven't had to add anything and I only put 4 qts in my car which takes 5, use with Lucas Oil stabilizer which makes the product even better, saves you a qt putting even more money back in your pocket.  Easily get 10k miles out of this product by doing such but going to move on to the high mileage formula.","Reviewed in the United States on April 20, 2023",,
Actually a better value than regular oil?,5.0 out of 5 stars,Matthew H. Reed,"I could not believe it. This oil, despite costing more money than conventional oil, may be saving me some money. Others have said it can improve your MPG, and I thought that was crazy. I bought the oil because I have a high mileage Toyota 4Runner that I care a lot about, so I wanted the best for it. I also wanted the extra cleaning powers of synthetic, and this synthetic rated second to Amsoil on project farm.
The low friction properties must be what does it, or I don't know what, but my MPG has gone from 17.5 average to 20 average. And I had a lot of highway miles before the change contributing to that 17.5 calculation, the 20.0 MPG has been produced mostly on a mix of city and highway driving. When I go on a long trip and rack up mega highway miles it may go higher! And yet Toyota publishes a max highway mileage of 19MPG for my 4L V6, and I'm doing better than that!
An improvement from 17.5MPG to 20MPG over a 6000 mile change interval could save me about 53 gallons of gas in that interval, or over $100!!! (Hypothetically) I'm just happy my engine seems to like the oil better, although it DID NOT quiet the ticking noise from my engine, so I wouldn't buy this expecting it to cure engine noises either. I don't blame the oil for the noise, I think it's my valve clearance.
I would say don't buy this oil with the intent to increase your MPG. Buy it because it's a great synthetic oil with extra cleaning powers and a longer change interval, although being the car enthusiasts we are I still won't run it longer than about 6k miles. However, be pleasantly surprised if your MPG magically goes up. This might happen more often with old engines like mine, that are needing some extra cleaning power. I don't know if it would change the MPG of a new engine as much.
Per the other reviewers comments I shook the bottles before pouring it in, I guess the additive package can separate? I shook them all first so I never saw stuff in the bottom once they were empty. You want that stuff in there, according to the manufacturer. It should stay mixed up once it's in your system anyway, constantly being pumped and churned.","Reviewed in the United States on October 28, 2020",,
Make sure it's Ilsac GF-6A,4.0 out of 5 stars,elioenay ramos,I have yet to use the product because I'm returning the one in the picture because it's not Ilsac GF-6A certified. Make sure you get what you payed for.,"Reviewed in the United States on April 5, 2021",https://images-na.ssl-images-amazon.com/images/I/91hnzlP0YXL._SY88.jpg,
A bit misleading,4.0 out of 5 stars,Mary Tappe,The picture of the product shows it is Carbon Neutral on the label.  What I received did not. That was one of the reasons I purchased this product. Might want to change the picture to what is actually being shipped.,"Reviewed in the United States on October 10, 2020",,
Switched from Mobil 1,4.0 out of 5 stars,Shane,"Long term Mobil 1 user on all the vehicles I have including motorcycles. Figured to switch to this for a change and see what happens. Nothing. haha, not that it's bad. Just that I didn't notice any difference. I am sure it's good oil tho.
2015 Nissan Murano / 2011 Infiniti FX35
Updated on 3/28/2017
Lately I can't help noticed that both of the vehicles have had the MPG increased by about 10% consistently. Guess this oil really good then. Will buy it again for sure!","Reviewed in the United States on December 23, 2016",,
"Make the best decision for your oil, it counts",4.0 out of 5 stars,Walwyn Morgan,"Love the oil, however what shows up at my door is not the carbon neutral type as displayed in the picture. My only real issue, does not affect the performance of the oil","Reviewed in the United States on November 3, 2020",,
Good.,4.0 out of 5 stars,Yurii,"Nice oil engine overall, however the picture and actual product are different. Does not have all requirements like picture said. The rest is perfect and price is worth to buy it.","Reviewed in the United States on November 17, 2020","https://images-na.ssl-images-amazon.com/images/I/815-L5QYh3L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81Xd8e8QJzL._SY88.jpg",
Worse shipping,4.0 out of 5 stars,Albert Moya Jr,"Arrive open. I dont know what kind of shipping work you do but bad really bad..
Do not contact me i dont buy again from you.","Reviewed in the United States on January 7, 2021",https://images-na.ssl-images-amazon.com/images/I/A1ZrTb3Y5aL._SY88.jpg,
Recommended for my vehicle,4.0 out of 5 stars,Charlie,"Good price, hard to find 0W-40W. Expensive to begin with. Recommended for high output motors.","Reviewed in the United States on July 5, 2021",,
"Great Oil, but found strange residue in the container.",4.0 out of 5 stars,ah75,I use this oil for my 2014 Acura MDX after researching online that this oil is one of the best. I’m taking one star away because of my worries about the quality of this batch of oil after looking inside the oil container when I was done emptying it out. I found this residue at the bottom that makes me think it has some additive/chemical thats breaking down. The information printed on the container regarding this batch is: 10967419  U001. 15Nov16. 19:56,"Reviewed in the United States on May 22, 2018","https://images-na.ssl-images-amazon.com/images/I/61DZXGdTzgL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71yaxdLZvgL._SY88.jpg",
Good Oil,4.0 out of 5 stars,homeslave,"Good Oil.  Re-ordered 5w20 for my truck,  but this time received 0w20 so I guess it will go in lawn mower since it's past return.","Reviewed in the United States on September 11, 2020",,
Very good oil,4.0 out of 5 stars,D-Little,"It's supposed to be great stuff. However, it's made from natural gas which I don't get how it's a fully synthetic oil. Not to mention it smells like texas. Whereas Amsoil, which is in my opinion the best fully synthetic oil doesn't have an fossil fuel oder. I'm not comming at this from a green party perspective, I'm just questioning how it's fully synthetic when it's made from natural gas and smells like driving past a refinery","Reviewed in the United States on January 26, 2017",,
Bummer,3.0 out of 5 stars,Noel T.,Seems to be a good oil. Only complaint is that when I last bought it a couple months ago it was $26 and now its $36 therefore I'm not buying it anymore.,"Reviewed in the United States on September 8, 2020",,
I dono,3.0 out of 5 stars,EDWARD,Gets dark fast the toyota brand non synthetic is lighter and works better,"Reviewed in the United States on July 11, 2021",,
Good stuff but manufacturers should stand behind the offers,3.0 out of 5 stars,Floyd Deosarran,Great product but the manufacturer offered a rebate and wouldn’t honor it.  I bough 2 5 gallons with $10 rebate each $20 max but they would only give me $10 which made this product more expensive then needed to be.,"Reviewed in the United States on June 18, 2019",,
Not for winter,3.0 out of 5 stars,Adam,I tryed this to give pureplus a fair shake and used this during a new york winter and it doesent help even though its synthetic. My engine runs loud until warmed up. Im switching back to royal purple.,"Reviewed in the United States on January 12, 2020",,
Received Old Stock,3.0 out of 5 stars,FF1063,"Probably a non-issue, but the Lot/Date stamp was dated AUG2020 for my recent order on May 5, 2022.","Reviewed in the United States on May 13, 2019",,
Arrived unsealed.,3.0 out of 5 stars,Joel,My product arrived unsealed. Kind of unnerving. I compared it to a quart I already had and it all seemed legit. I used it and it seemed fine.,"Reviewed in the United States on September 24, 2018",,
Old Product SN / New Bottle,3.0 out of 5 stars,Jon,"Great testing additive package, value priced.
Update 11/25/20 - Product page description and pictures show API SP, product received is API SN.  Pennzoil has changed the dimensions of the 1 quart bottle.  The bottle is less wide than previous and now has more area near the neck.  This is an answer to a question no one asked.","Reviewed in the United States on July 6, 2015",,
unclear info,3.0 out of 5 stars,pgrazi,Not 100% synthetic oil. Research the difference in the term full synthetic and 100% synthetic.,"Reviewed in the United States on February 4, 2020",,
Got the wrong weight,3.0 out of 5 stars,Warren mace,I got 5w-30 ok just not as described,"Reviewed in the United States on January 15, 2020",,
Good Oil - Too Bad Pennzoil Is Playing Games With Pricing,3.0 out of 5 stars,Quattroa4m,"Pennzoil makes a great product...one that's a serious contender with Castrol, M1, etc. However the Ultra Platinum pricing is all over the map as of late while the competition is much more stable.
At the time of this review, a three pack (5 quarts each) of 5w30 Ultra Platinum was $125...the day before it was $97 ($50 for a single 5 quart pack) . Castrol Edge Extended and M1 Extended  were $33 and $28 respectively.","Reviewed in the United States on April 22, 2023",,
Look up the ILSAC GF before you get it,1.0 out of 5 stars,peterfung,The one I read on the package and describe is ILSAC GF-6A but the one I got is ILSAC GF-5 so I believe this is the old version or sat in their storage for awhile.,"Reviewed in the United States on August 30, 2020",https://images-na.ssl-images-amazon.com/images/I/71ggtDZyTML._SY88.jpg,
Who's Boxing Items,1.0 out of 5 stars,M Hanson,"The product itself is fine.  The packaging was amazingly bad!  I'm amazed that both jugs of oil even arrived.  Pretty bad, Amazon.","Reviewed in the United States on January 13, 2022",,
Came leaking,1.0 out of 5 stars,Richard Brackin,Had been leaking awhile on its way to me. Probably at least a quart low. Should have bought in store,"Reviewed in the United States on April 30, 2022",,
Bottles not secure,1.0 out of 5 stars,M B,Received 3 of 6 bottles with loose tops. All 3 were leaking and the box was soaked with oil.,"Reviewed in the United States on February 18, 2022",,
Product had been previously opened,1.0 out of 5 stars,Joseph Bianchini,When I went to use this oil I noticed it had been opened before. It was not factory sealed. Now I am wondering if they substituted a cheaper oil for the one I purchased.,"Reviewed in the United States on May 3, 2021",,
False advertising not GF6,1.0 out of 5 stars,Kriss,It's the right one 5W-20 but wrong spec. I ordered it for the newest GF6 as advertised for a newer vehicle I have and got the old GF5 oil that's false advertising.,"Reviewed in the United States on February 19, 2021",https://images-na.ssl-images-amazon.com/images/I/91miPdd1WZL._SY88.jpg,
Bad,1.0 out of 5 stars,Charlie P.,I have to say this is very bad oil,"Reviewed in the United States on September 5, 2022",,
Oil is Great - Shipping & Handling is not,1.0 out of 5 stars,Taylor,Oil is Great. Shipping & Handling is bad. Amazon is getting worse and worse.,"Reviewed in the United States on June 30, 2022",https://m.media-amazon.com/images/I/71QJECi5F0L._SY88.jpg,
UNSEALED Container!,1.0 out of 5 stars,RAD,"No internal film seal!  Breakaway cap DID NOT break away.
Anyone could have opened the 5 gal containers and tinkered and/or replaced content without any trace.
DO NOT BUY!  Buy at a real brick and mortar store where you can inspect the seal.","Reviewed in the United States on March 1, 2020",,
NEVER AGAIN,1.0 out of 5 stars,James Culver,"Trash. Wont be buying again. WILL hurt engine.
Literally have to add the diff brand to it mid use because of engine knocking. Kept engine hot. Also suspect it of starting one of my lifters to sqeak.
~2015 Challenger SRT 392/6.4L","Reviewed in the United States on March 25, 2020",,
Great,5.0 out of 5 stars,Fit great and came with different extra size gaskets. ,Mopar recommended and the cheapest seller to purchase from. Thank you!,"Reviewed in the United States on July 3, 2023",,
Oil,5.0 out of 5 stars,Cheryl L Connelley,Great oil good price,"Reviewed in the United States on July 10, 2023",,
Excellent oil for turbo charged Forester.,5.0 out of 5 stars,Souky,"Original owner of an 06 Forester XT here (202k odo reading).  I've sampled several synthetic over the years, and Pennzoil Ultra Platinum 5w30 seems to be the best overall.  Quieter operation.  Smoother idle.  Minimal evaporation lost & consumption; less than quarter of a quart at 3k mileage mark.  MPG speaking, I haven't noticed any difference (1/4 city + 3/4 hwy).  My oil change interval is at 5k, but sometimes  up to 7k with no noticeable drawbacks.
Price wise for performance and protection, it's hard to beat.  The next step up would be a much pricier Amsoil, which also requires subscription and has to be shipped, unless you live near an authorized distributor.  You can get Ultra Platinum just about every where, including hardware stores and outlets.
MSRP tends to fluctuate when buying a single 5qt jug, but on average it gets down to around $32 when purchase in a case of 3.  For DIY folks, it's less than $50 for quality oil & filter.  One would pay more for lower grade synthetic and cheap filter at oil change places.","Reviewed in the United States on March 23, 2023",,
Clean engine,5.0 out of 5 stars,Hector,"This product keeps your engine clean and is way better quality than the others except Amsoil, but amsoil is expensive.
Change your oil every 4000 to 5000 miles and your  engine will last longer.","Reviewed in the United States on June 16, 2023",,
One of my favorite oils,5.0 out of 5 stars,Mr. Value Conscious,I use this in all my cars when the price is right. You can't find a better oil for the price. I'm not brand loyal when it comes to synthetic oils but I've heard hardly anything bad about this one and my personal experience has been very positive. When it's on sale it's a tremendous value!,"Reviewed in the United States on June 8, 2023",,
Prince oils best,5.0 out of 5 stars,Greg,Great oil,"Reviewed in the United States on July 5, 2023",,
shipped to my home,5.0 out of 5 stars,tom swift,GREAT PRODUCT AND EASY TO ORDER.,"Reviewed in the United States on July 1, 2023",,
Been using it for years,5.0 out of 5 stars,Rod,"No complaints. As Scotty says oil is cheap, engines are expensive.","Reviewed in the United States on June 27, 2023",,
Oil Change Time!,5.0 out of 5 stars,Dawna S.,Only place I can find this oil for an F150 with Ecoboost. One of the best oils for the cost and recommended by Fortechmakuloco.,"Reviewed in the United States on June 17, 2023",,
#1 Pennzoil ultra platinum full synthetic,5.0 out of 5 stars,michael bramble,Its a great quality oil. With outstanding capability. I have seen the comparisons to the other oils. Price is better then most and used it in 2 cars i bought new in 2018 on same day. Both cars  have been worry free but this make and model  known to have issues. So far mine have run great. They get better gas milage than my buddys his car has had trouble.he changes oul same intervals as me.  But had motor problems when checked aliot of varnishing in motor and buildup. So ran a video scope down mine no tarnish or buildup avg 4 miles to gallon in town then his and highway 6. I drive harder than he does. And i have about 15000 more miles on both of my cars. I get better milage than sticker said when i bought them. And i do alot of idling with air on max for periods of 1 hour or more.  I believe the oil makes the difference.,"Reviewed in the United States on March 14, 2023",,
High performance motor oil,4.0 out of 5 stars,Gary,Penzoil is great but one of the containers was leaking oil. Luckily not too much was lost.,"Reviewed in the United States on December 28, 2021",,
Decent oil at an okay price,4.0 out of 5 stars,Tim,"It is a quality synthetic oil, without an oil test it is hard to determine the longevity.  However, I have used this oil in a few of my cars and never had any issues.  Follow the manufacturers maintenance schedule and there should not be any problems.  There are other synthetic oils that are just as good.
AmazonBasics and Walmart's Supertech. are also good options. Both made by Warren Performance Products.","Reviewed in the United States on April 9, 2020",,
GF5 - NOT GF6,4.0 out of 5 stars,Alex,"They advertise GF6 buy you will get GF5.
I went to my local Walmart and all Pennzoil are GF6.
But for some reason, Ultra Platinum is not available at Walmart.
To me, this is at least strange, why all lines are GF6 but this one?","Reviewed in the United States on January 21, 2021","https://images-na.ssl-images-amazon.com/images/I/91cgxajsciL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/91gkX+Bs2+L._SY88.jpg",
... the new WRX) and using a high end oil like Motul isn’t worth it because these engines have a ...,4.0 out of 5 stars,Turbo enthusiast,"Run this in my 2017 Forester XT which uses Subaru’s new FA20DIT engine (same as the new WRX) and using a high end oil like Motul isn’t worth it because these engines have a fuel dilution issue where fuel waters down the oil. This is Pennzoil’s best oil and for a shorter oil change interval which is recommended for these new engines, it is perfect. I have no doubts in my mind that this will be the go to oil for the new direct injection engines from Subaru. I have that much faith in it given its current performance","Reviewed in the United States on July 28, 2018",,
It arrived open so I had to return it.,4.0 out of 5 stars,Phillip Anderson,"The package arrived with the seal broken. Instead of risking it, I sent it back. However, this oil is AMAZING. it changed my driving life. I have a 2012 ACURA TL. it builds carbon super quick and the o-rings get clogged causing oil consumption. So I sought an oil that cleans and can withstand massive amounts of compression and still maintain its staying power. This oil didnt falter once the entire oil cycle.","Reviewed in the United States on February 14, 2020",,
Compared to mobile 1 extended performance,4.0 out of 5 stars,como651,Got this thinking it might slow down oil consumption after hearing mobile one extended performance has high oil consumption which I was using and losing two quarts a month.  No noticeable difference.  Basically same as mobile 1 EP so just buy whichever is cheaper at the time.,"Reviewed in the United States on September 22, 2020",,
Somewhat satisfied,4.0 out of 5 stars,SongYang,"( Like ) Value for the money.  ( Dislike  ) Was under the impression that it would be an SP grade oil,it turned out to be an SN+.","Reviewed in the United States on June 6, 2021",,
Best Option Available for '15 WRX,4.0 out of 5 stars,Nick,"As much as I want to pretend to be an oil expert, I'm not.  Based on all of my research (which is really research of other people's research) this is the best oil available to strictly stay within factory specifications for my application, a '15 Subaru WRX (turbocharged direct-ignition engine).  I went so far as to send in a used oil sample for analysis and everything came back looking good for the age of the engine.  My only gripe, which is what takes a star away for me, is that the ending viscosity after only 3,000 miles is already out of specification (SAE 20 weight).  This isn't uncommon but it's not 5 stars, either.","Reviewed in the United States on June 30, 2015",,
Shake Bottle Violently Before Using,4.0 out of 5 stars,Zach,Previous reviews stating additive package settling at the bottom of bottle is 100% true.  You MUST shake the bottle to get the additives worked back into the oil.  I shake mine for about 10 mins each and even then I can still see residual product stuck to the bottom.  Otherwise this oil is absolutely fantastic.  Def made my engine run quieter and smoother.  This is my go to oil.  2012 Hyundai Azera.,"Reviewed in the United States on May 1, 2019",,
"I love the oil, but why the price hike?",4.0 out of 5 stars,Patrick,"This is the only oil I've put in my truck, but the last few times I bought it, it had steadily been below 25 dollars. Now it's jumped to near 40. I don't know why the price hike occurred, but I'm going to try another synthetic oil.","Reviewed in the United States on August 21, 2020",,
2 year old oil,3.0 out of 5 stars,Jdelarye,Oil is 2 years old delivered,"Reviewed in the United States on June 26, 2022",,
The picture of the oil bottle shows the oil meets the new standard A0921 They sent old oil MS-12633,3.0 out of 5 stars,morton k.,Just got it today and I hope to hear from Amazon on them shipping an older product and showing the new improved product in the label's picture in the ad like a bait and switch trick.,"Reviewed in the United States on August 14, 2021",,
The Worst Packaging I've Seen,3.0 out of 5 stars,Thaison Nguyen,"I bought 3 of the 5 quart jugs and I guess they couldn't be bothered, but they threw em all in a box far too big to keep them in place with two bags of deflated air, two of the 3 were leaking when I picked up the box.  Lost about a quart combined from the leaking. Strange seeing the prime tape on a box that was so incredibly beat up.
The oil was still useable, pennzoil is great.","Reviewed in the United States on September 14, 2019",,
Not so sure what I got!,3.0 out of 5 stars,Terry Kim,The foil seal wasn't present as if it was opened once.,"Reviewed in the United States on April 8, 2022",https://m.media-amazon.com/images/I/61V3pari3kL._SY88.jpg,
Residue at bottom of bottle,3.0 out of 5 stars,K Slice,"Seems to be running fine in my Optima so far... There was a ton of black residue at the bottom of the bottle.. I dont know if that was the additive/detergent that comes in the oil, but if it was, then my engine is not getting all that I paid for.  I shook the bottle up well before using and it was still the residue at the bottom..","Reviewed in the United States on January 12, 2020",,
"Listed as the new SP API rated motor oil, I got the OLD SN",3.0 out of 5 stars,jj,"I'm NOT happy, I ordered this API ""SP"" rated Motor Oil because my new car requires it, when it arrived it was the OLD ""SN"" rated oil. Its not right to offer something you do NOT intend to ship. This is Great Oil so I hate posting a low rating but do feel buyers need to be warned they will not get the SP rated oil. Look at the pictures of the oil API rating, it clearly shows SP.","Reviewed in the United States on January 11, 2021",,
Great oil for a 5.7 HEMI! Packaging/handling is poor!,3.0 out of 5 stars,OutlawStar65X ,One of the best oils for your 5.7 HEMI! Very nice for my ‘18 Charger Daytona 5.7! My issue is the packaging/handling. Jugs showed up oily! The box had oil stains and so did the bags. One of the jugs had a slice in it from a box cutter. Must have been done at the warehouse. Please package/handle better! Thank you!,"Reviewed in the United States on January 15, 2019","https://images-na.ssl-images-amazon.com/images/I/71H9WHlpbzL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71noJ+ECBBL._SY88.jpg",
Great oil with a caveat!,3.0 out of 5 stars,Bob,"This is great oil and will serve many owners well.  Unfortunately, I have found it is not Dexos1 2nd gen certified or licensed.  It contains too much calcium as part of the pureplus tech and thus exceeds the maximum allowable in the spec and thus fails the SPI/LSPI test.  Having one of those small turbos I at least need to stick to recommendations even if futile.","Reviewed in the United States on March 12, 2018",,
Not API SP as advertised,3.0 out of 5 stars,Tolik,"Received oil with manufacture date of 29 Sep, 2020.  Its Nov 23, 2020, so the oil is very fresh BUT, the bottle is not API SP, its an old label API SN Plus /GF-5.  How come???","Reviewed in the United States on November 23, 2020",,
It's what Dodge recommends,3.0 out of 5 stars,Amazon Customer,0W-40 oil I don't know if it's any good it's just oil,"Reviewed in the United States on October 28, 2021",,
Don’t buy,1.0 out of 5 stars,mopnions,"Do not buy the product, I bought two and used one I found some silt at the bottom of the first can and thought it was additive that may have settled. But found significant decredation in engine performance. I changed this oil after 1000 miles and returned the other can.
Not recommended","Reviewed in the United States on September 19, 2018",,
Expired oil,1.0 out of 5 stars,Daniel,"01AUG22
Expired oil","Reviewed in the United States on February 7, 2023",https://m.media-amazon.com/images/I/719Lrht04WL._SY88.jpg,
I am wondering if i got a genuine case of this oil it was that bad.,1.0 out of 5 stars,Amazon Customer,"I have used mobil 1 mostly and royal purple a few times in my 09 mustang GT and now this Ultra Platinum 5W-20 Full Synthetic Motor Oil.  I brought  this oil because they used it in the Hennessey Venom GT so i figured it must be really good, well not even close to the Mobil 1's performance i am highly disappointed in this oil it  last only half the time of my normal  oil change intervals. I am wondering if i got a genuine case of this oil.","Reviewed in the United States on December 22, 2016",,
Oil is almost a year old.,1.0 out of 5 stars,Tyler Babicz,Thanks for sending me some old oil from November of last year. The bottle looks like it’s been kicked around and it’s discolored,"Reviewed in the United States on August 30, 2022",,
"PRODUCT CAN UNSEALED, NOT USEABLE",1.0 out of 5 stars,CAROL A.,"PRODUCT CAN UNSEALED, NOT USEABLE","Reviewed in the United States on January 21, 2023",,
